original_name,suggested_db_id,description,size
97d712e6d58c4a27a7e40ebcda9a6cb3,unknown_object,Unrecognizable or abstract object.,"""[13000.000, 5787.173, 23500.000]"""
980807efbf974fab966428e3fa1597e7,unknown_object,Unrecognizable or abstract object.,"""[60282.840, 53334.140, 20152.860]"""
9831b1d119a84e0f85e1901c3449a623,stone_slab_01,"A low-profile, grey stone slab or rock formation with an irregular, roughly octagonal shape. The surface features a rough texture with white veining and scratches, resembling weathered marble or granite. The top surface is relatively flat and reflects light, while the edges appear darker and rougher. It serves as a terrain decoration or obstacle asset.","""[4.113, 0.911, 4.354]"""
9832dbc469fb40a09786f48e6bdf4c71,industrial_nozzle_assembly_01,"A metallic industrial nozzle assembly featuring a hopper-like top with a large rectangular opening that tapers into a cylindrical body. The bottom end is a circular plate perforated with a grid of holes, suggesting a spray or dispensing function. The object includes a lever handle on the side, small side ports or nozzles, and mounting clamps at the base.","""[0.208, 0.352, 0.383]"""
98495c1ec3cf4e748d3b9485e8ac932f,road_segment_01,"A long, narrow 3D asset representing a segment of a road or path. The object is a flat, elongated rectangular geometry with a textured surface. The texture features a prominent white linear marking, resembling a road line or paved strip, set against a brownish-grey background that suggests dirt or gravel. One end of the object displays a greenish texture, indicating grass or vegetation. The model is thin and designed to be a modular component for building road networks in a simulation.","""[0.277, 0.024, 0.287]"""
9858217855c5400fa129e8faab0a38dd,white_square_tray_01,"A shallow, square, white tray or container lid. The object is constructed from a smooth, matte white material, likely plastic. It features a square footprint with low, vertical sides. The frontal and lateral views display the side profile as a thin, white rectangular bar, indicating a uniform thickness and a rectangular cross-section. The superior view reveals the top surface and a distinct rim, suggesting its function as a lid for a food container or a shallow serving tray.","""[12.610, 2.459, 12.615]"""
985d10ed8ebb48129b3faa0b4ae16b5e,market_stall_01,"A white, rectangular structure resembling a market stall or retail kiosk. It features a front-facing window, hanging fabrics or clothes on the left side, and a counter area with shelving. The geometry is fragmented and noisy, characteristic of a 3D scan reconstruction.","""[5.117, 2.649, 5.145]"""
98654ac395174820bd754f3f3d27a6cd,unknown_object,Unrecognizable or abstract object.,"""[0.163, 0.080, 0.138]"""
986e9de830054aec9f43067dd3712cf3,concrete_wood_staircase_01,"A vertical staircase structure featuring wooden steps and white railings with vertical balusters. The central support or back wall has a grey, speckled concrete texture. The design includes multiple landings and flights of stairs, creating a compact multi-level ascent. The structure stands on a light-colored wooden floor.","""[9.490, 7.432, 7.080]"""
9873ca2192804933b8102b304d9a1672,snowflake_01,"A low-poly, blocky 3D object resembling a snowflake or ice crystal. It is composed of blue and cyan rectangular prisms arranged in a radial, star-like pattern. The structure features a central hub with arms extending in multiple directions: vertically (seen as hanging bars in the frontal view), horizontally/depth-wise (seen as extending bars in the lateral view), and radially (seen in the superior view). The object appears to be a decorative prop, possibly a wind chime or light fixture.","""[64.000, 64.000, 64.000]"""
9896159ddcb748568a4d021c5137d8f0,rock_boulder_01,"A large, irregular rock boulder with a rough, grey stone surface. The texture is detailed with patches of white and yellow lichen and green moss growing on the surface and edges. The object appears to be a natural geological formation, consisting of a main elongated rock body and a smaller, detached rock fragment. It is suitable for use as a terrain element or obstacle in a simulation environment.","""[3.912, 2.122, 5.180]"""
98abc88264bd431b8551ee43212c4121,hamburger_01,"A 3D model of a hamburger featuring a light brown domed top bun, a dark brown meat patty, a slice of yellow cheese, and green lettuce leaves, all stacked on a bottom bun. The object has a cylindrical shape with smooth, stylized geometry typical of low-poly 3D assets.","""[2.003, 1.222, 2.000]"""
98b58820de2e44568821df76367f688c,yeti_01,"A low-poly 3D model of a white, round creature resembling a Yeti or snow monster. It features a large, smooth white body, two small brown horns on top, dark blue oval eyes, and a wide pink smiling mouth with jagged teeth. The object has small brown feet with white tops, giving it the appearance of a plush toy or a stylized game character.","""[2.130, 1.989, 3.041]"""
98c7a41e8dd841129f97a9f2c67e813e,scimitar_sword_01,"A 3D model of a curved sword, resembling a scimitar or falchion. The blade is dark grey and exhibits a distinct curve along its length. It features a large, ornate silver guard at the base of the blade, composed of a cluster of leaf-like or tassel-like metallic shapes. The handle (grip) is brown, appearing to be wrapped or wooden.","""[0.445, 1.941, 0.259]"""
98df4d5356c74c168837984cb6fe1fcb,unknown_object,Unrecognizable or abstract object.,"""[3.385, 2.181, 2.322]"""
98ed1157063f4f0d92733121cf440232,white_sword_01,"A stylized, blocky sword or dagger rendered in a low-poly style. The object features a dark grey, trapezoidal pommel at the top, a white crossguard extending horizontally, and a long, white, vertical blade. The lower section of the blade appears to have a yellow, segmented texture, resembling a serrated edge or stacked layers. The superior view reveals a flat, white rectangular top surface, consistent with the blade's geometry.","""[287.008, 240.551, 375.591]"""
98f2578a2fad4c72a5c2cb31b7f53a4e,equestrian_statue_monument_01,"A bronze equestrian statue depicting a rider on a horse, situated atop a tall, square, tiered stone pedestal. The monument features a series of wide stone steps leading up to the central platform. Four decorative stone bollards or lamp posts are positioned at the corners of the outer square base. The statue has a greenish patina, indicating bronze material, and the pedestal includes a rectangular panel on the rear face.","""[4.420, 3.112, 3.873]"""
98f35bd50c9f42f986a0a31465db73c5,humanoid_figure_01,"A white, untextured 3D model of a humanoid figure standing in a T-pose with arms extended horizontally. The figure has a slender body, straight legs, and a head with a somewhat indistinct shape, possibly featuring hair or a helmet. The surface is smooth and uniform white, resembling a base mesh or clay render typically used for character rigging or animation placeholders.","""[3.293, 3.524, 1.085]"""
98fa744560df458891f673a55a7f00af,boeing_starliner_capsule_01,"A 3D model of the Boeing CST-100 Starliner spacecraft capsule. The object features a conical crew module atop a cylindrical service module, painted primarily white with blue striping and 'BOEING STARLINER' branding. Visible details include a central docking port on the top surface, a crew window on the side, reaction control thrusters around the service module perimeter, and landing legs at the base. The model represents a crew transport vehicle designed for orbital flight.","""[1.073, 1.123, 1.073]"""
990d0cb9499540fda49b1ff36be9ba26,unknown_object,Unrecognizable or abstract object.,"""[0.052, 0.210, 0.053]"""
9920427f6efd48d28eecc05c36f0b573,blue_claw_glove_01,"A glossy, blue, glove-like object featuring multiple large, yellow, claw-like protrusions. The blue base has an organic, wrinkled texture resembling a sleeve or skin, while the yellow tips are pointed and curved like talons. The object appears to be a stylized monster hand or a fantasy claw glove.","""[0.919, 1.274, 1.068]"""
9953379163a04100b97de502d4f6f98e,white_disc_01,"A white, disc-shaped object with a crumpled or wrinkled surface texture. It appears to be made of a thin, flexible material such as paper, foil, or a soft polymer. The object is flat with a slight thickness, visible in the side profile view.","""[7.516, 16.534, 15.764]"""
995558e2514644909c9037b0e7762855,blue_sci_fi_bot_01,"A humanoid robot model featuring a bright cyan blue chassis with segmented dark grey armor plating on the torso, back, and thighs. The figure wears a helmet with an orange visor stripe and circular orange details on the rear. The arms and legs are mechanical with visible jointed segments, and the feet are blocky and flat, suggesting a futuristic soldier or combat unit design.","""[0.597, 1.859, 0.524]"""
996e3759a3b14f0da6cbc2b8449e342f,yellow_cushion_01,"A yellow, oval-shaped floor cushion or pillow. The object features a smooth, light yellow surface and a flattened, elliptical geometry. It appears to be a soft, filled object, likely used for seating or decoration. The model has a low-polygon count with visible facets along the curved edges.","""[31.594, 16.598, 43.012]"""
99722d3797f4450e83aed57ee20bb119,wooden_root_01,"A long, weathered wooden root or branch segment. The object features a rough, bark-like texture with natural variations in color from tan to dark brown. It has an elongated, irregular shape, appearing as a strip of wood with a bulbous, knotted end on the left side. The surface is detailed with cracks and imperfections typical of aged wood. It is suitable for use as a natural prop in outdoor or forest simulation environments.","""[121.140, 35.415, 22.425]"""
9979b76f3d184a79ba71977969458f52,white_bar_01,"A long, thin, white rectangular prism or bar. The object features a uniform cross-section and appears to be made of a solid, opaque material, resembling a strip of wood, plastic, or a generic geometric primitive.","""[649.000, 9.995, 17.000]"""
997bfca37ee3410798a81c509feffa23,unknown_object,Unrecognizable or abstract object.,"""[0.050, 0.050, 0.050]"""
99a1357379ad4e3a932ee7b44cc54b2f,unknown_object,Unrecognizable or abstract object.,"""[1436.262, 1956.346, 1095.699]"""
99a524fa075944e0ab221e49f1287831,architectural_molding_01,"A long, horizontal architectural molding or frieze featuring a repeating relief pattern of oval shapes resembling eggs, separated by pointed dart-like elements. The object appears to be made of a smooth, light-colored material such as plaster, stone, or painted wood, designed for decorative trim on walls or ceilings.","""[348.532, 124.715, 25.497]"""
99b4ad175d814fadb33b09efe742c8cc,white_t_bracket_01,"A white, T-shaped mounting bracket or plate made of a smooth, rigid material, likely plastic or metal. The object features a horizontal top bar and a vertical stem extending downwards. It is perforated with three large circular through-holes: one centered on the bottom of the stem and one on each end of the top bar. Additionally, a smaller circular hole is located in the center of the top bar. The object is designed for mechanical assembly, serving as a connector or structural mount.","""[228.340, 166.237, 25.400]"""
99ced425ec264d95ae00b29581d3ee1e,white_bear_01,"A white, matte 3D model of a bear cub in a dynamic pose. The object features a rounded body, small rounded ears, a distinct snout, and four paws with visible pads. One front paw is raised high, suggesting a reaching or climbing motion. The surface texture appears slightly noisy and organic, consistent with a 3D scan of a statue or a sculpted toy.","""[26.890, 47.881, 34.927]"""
99d3d8f1ac3043f9a76f6354e47fd206,lettuce_character_01,"A 3D character model featuring a large, round, green head shaped like a head of lettuce or cabbage, complete with a small sprout on top and leafy protrusions on the sides. The character has a stylized, thin black body with a pink waist section, long thin black legs, and wears pink platform shoes. The arms are thin black cylinders ending in grey hands. The model has a smooth, matte texture typical of 3D game assets.","""[2.753, 3.631, 1.387]"""
99d562aa1bd04db688ded4653ad154c8,concrete_cable_box_01,"A low, rectangular concrete utility box or cable trench cover. The object is a solid, block-like structure with a flat top surface and vertical sides, painted a light grey or beige color. A label with red Chinese characters is visible on the front face. The base of the box is marked with yellow and black diagonal hazard stripes. It is positioned in front of a brick wall featuring yellow directional signs labeled ""A1"" and ""A2"" and a blue poster.","""[3.584, 2.400, 1.022]"""
99e063c8117a4d3397475387266fd153,baby_groot_01,"A green, 3D character model resembling a small, humanoid tree creature. The figure has a disproportionately large head with a smiling face and leafy sprouts on top. The body is textured with a wood-bark appearance, featuring thin, twig-like limbs and a slender torso. It is posed standing upright.","""[0.565, 1.713, 0.598]"""
99e8adbfafeb4d5689232ccc26aace80,residential_property_01,"A 3D asset depicting a single-story residential house with a dark gabled roof and light-colored siding, featuring an attached garage and a paved driveway. The property is surrounded by a variety of vegetation, including tall coniferous trees, leafy deciduous trees, and flowering shrubs. The model is presented in frontal, lateral, and superior orthographic views, illustrating the full exterior layout and landscaping design.","""[69.801, 8.941, 43.629]"""
9a066bed143e437b83b188a66fa71405,brick_house_framing_01,"A 3D model of a residential house structure in the framing stage. The building features brick walls and an exposed wooden roof truss system with a gable roof design. The layout consists of a central section flanked by two side wings, and a dormer window is integrated into the roof structure.","""[24.505, 6.644, 22.405]"""
9a1207987eef4dcba42c31b1fd60009e,playground_rotating_seat_01,"A 3D model of a playground rotating seat or small merry-go-round. It features a central vertical metal pole supporting two grey seats facing each other. Red curved metal bars serve as handrails or handles around the perimeter. The entire structure sits on a circular white base covered with a blue speckled texture, simulating safety surfacing like rubber mulch.","""[3.400, 1.082, 3.400]"""
9a37c59695944d748a3e6ad4a6e4c818,unknown_object,Unrecognizable or abstract object.,"""[1626.545, 1032.730, 1057.194]"""
9a5d70ba318641f7afcf35471b33d5ae,wooden_shotgun_01,"A break-action shotgun featuring a dark brown wooden stock and forend, a black metal barrel, and a grey receiver with a silver trigger guard. The firearm has a long, cylindrical barrel and an ergonomic handle, designed for shooting.","""[0.046, 0.247, 1.363]"""
9a651ddfa418406295ed279209a2f905,wood_piece_01,"A weathered, irregular chunk of wood. The object is an elongated, slab-like fragment with a rough texture and visible grain patterns. It features dark, bark-like edges and a surface colored in earthy browns and muted greens, resembling driftwood or aged timber. The shape is asymmetrical with tapered ends.","""[0.316, 0.260, 0.255]"""
9a6e5b7f65ed4c92b16c63dd482d868d,gravel_pile_01,"A conical mound of grey and white granular material, resembling a pile of crushed stone or gravel. The object features a rough, speckled texture composed of many small, irregular particles. It rests on a flat, slightly reflective surface. The superior view reveals a roughly circular footprint with jagged, irregular edges, consistent with a loose pile of aggregate material.","""[16.305, 3.200, 16.715]"""
9a7c283bb089473c86a547b108a216e2,metal_gear_01,"A metallic, annular mechanical component resembling a specialized gear or sprocket. The object is a flat, disc-shaped ring with a central bore. Its outer circumference features a series of radial, cylindrical pins or studs protruding outwards, arranged in a circular pattern. The very edge of the rim appears to have fine gear teeth. The surface has a brushed metal texture, suggesting a material like steel or aluminum, with a grey, slightly reflective finish. It appears to be a precision-machined part designed for mechanical transmission or engagement.","""[22.108, 21.866, 4.374]"""
9a9a351cd3e047d3b86bdcca20e61e06,computer_workstation_01,"A 3D model of a desktop computer workstation setup. It consists of a flat-screen monitor with a light blue display, mounted on a rectangular stand. In front of the monitor lies a standard computer keyboard with visible keys. To the right of the keyboard is a black, oval-shaped computer mouse. The objects appear to have a matte finish, resembling standard plastic or metal office peripherals.","""[1.615, 1.169, 0.946]"""
9a9bef08e8b04698a3acba90b32eb7de,unknown_object,Unrecognizable or abstract object.,"""[181955.000, 9285.720, 54750.820]"""
9abdecbb4e2a4b6281efec6e2c9a7c95,unknown_object,Unrecognizable or abstract object.,"""[6150.000, 3900.002, 10652.250]"""
9af9b6e7cb26487fb6a5d253f5a42bb5,mechanical_scorpion_01,"A dark, metallic robotic scorpion drone. The object features a segmented tail curving upward ending in a stinger. It has six jointed legs and two large, claw-like manipulator arms on the sides. A central red optical sensor is visible on the front. The underside features clusters of thrusters or wheels.","""[534.701, 313.115, 287.058]"""
9afe52bcc0704448b1c9579d41c641d8,unknown_object,Unrecognizable or abstract object.,"""[0.002, 0.002, 0.001]"""
9b29794fabef486d9bbd2f876bad52fb,unknown_object,Unrecognizable or abstract object.,"""[1847.098, 346.961, 1438.847]"""
9b31f4496c9840feb324a4fca016b705,rural_road_segment,"A 3D environment asset representing a segment of a rural road or driveway. The object consists of a paved surface running through a rough, brownish terrain. It features a small white shed with a blue roof, a larger grey rectangular building, green vegetation, and a tall utility pole. The asset is designed for use in simulation environments, likely for autonomous driving or game development.","""[9.385, 2.070, 13.949]"""
9b782be445d74567a93f4708ef0a5409,wooden_block_castle_01,"A 3D model of a toy castle constructed from large, light-brown wooden building blocks. The structure features a rectangular perimeter wall connecting four corner towers with crenellated tops. In the center, there is a smaller, square keep-like structure. The blocks have various cutouts resembling windows, arches, and doorways. The design mimics a medieval fortress or fort.","""[162.743, 46.650, 148.801]"""
9b85be56aace4fae809f1afefc66c79a,lego_mclaren_f1_car_01,"A 3D model of a McLaren Formula 1 race car constructed from LEGO bricks. The vehicle features a white, grey, and black livery with distinctive orange accents on the wheels and suspension components. It has a low, aerodynamic profile with a prominent rear wing, front wing, and side pods. The cockpit area is visible, and the ""McLaren"" branding is printed on the nose cone. The model is built using standard interlocking plastic bricks.","""[2.857, 2.085, 7.432]"""
9b87c20d8eb9430ab9051b025b0ee296,mewtwo_seated_model,"A 3D model of the humanoid Pokémon character Mewtwo. The figure has a smooth, white, matte skin texture with distinct purple coloration on the lower torso and a long, tapering tail. It is posed in a seated position with legs extended and one hand resting against its chin in a contemplative gesture. The head features a prominent crest and small horns.","""[1.131, 1.378, 1.579]"""
9bab5801149548e0a2080f7881cd2083,terrain_corner_piece_01,"A low-poly 3D model of a corner segment of a dirt path or grassy embankment. The object features earthy colors including brown sides, tan topsoil, and green grass accents on the edges. It appears to be a modular terrain piece designed for simulation environments, likely used for constructing paths or landscapes.","""[8.249, 2.489, 3.876]"""
9bb342bcfb34479c97d78e758f969ab5,green_jewelry_tray_01,"A green, rectangular storage tray featuring a grid of internal dividers creating multiple compartments. The tray is filled with an assortment of small objects including jewelry (pendants, rings, bracelets), decorative tins, and trinkets. The material appears to be a matte green plastic or painted surface. The tray serves as a container for organizing and displaying these small items.","""[50.000, 6.012, 34.000]"""
9bbee0850a8f41c89e3ad5be15b5c4c1,office_cubicle_01,"A standard office cubicle workstation featuring beige fabric partition walls with attached cork bulletin boards covered in papers. The workspace includes a light wood laminate desk surface equipped with computer monitors, keyboards, and a mouse. A black ergonomic mesh office chair with a five-star base and casters is positioned centrally. A beige three-drawer filing cabinet is located under the left side of the desk. The setup is designed for individual computer work.","""[2.988, 2.387, 1.975]"""
9bdd2a9393c848d085695f1845a5cd57,unknown_object,Unrecognizable or abstract object.,"""[2.513, 2.857, 3.789]"""
9bfadc4ba7bf4801ba908dbf94c034a4,bamboo_basket_01,"A tall, cylindrical woven basket constructed from bamboo or rattan strips. The body features a chevron or herringbone weave pattern with alternating light and greenish hues. Vertical bamboo staves reinforce the sides, secured by horizontal bindings near the top and bottom. The superior view reveals a circular rim and a square woven base, suggesting a traditional design possibly used for storage or as a fish trap.","""[109.383, 302.780, 109.383]"""
9c230d2cff0b43e9a8a659bfb461bb56,red_cabinet_01,"A red, rectangular cabinet or storage unit with a glossy finish. It stands on two grey, conical legs. The object features a lid on the top surface and a handle or latch mechanism on the side. A bright specular highlight is visible on the front face.","""[2.000, 3.671, 2.346]"""
9c336cd184ba42ddaa7f764a9c393ef9,sword_01,"A low-poly 3D model of a medieval-style sword. The object features a long, straight, grey blade with a pointed tip, resembling steel or iron. The hilt consists of a segmented brown grip, likely representing wrapped leather or cord, topped with a reddish-brown crossguard and a dark pommel. A gold-colored accent is visible near the base of the blade where it meets the guard. The asset is rendered in a blocky, voxel-like aesthetic typical of simulation or game environments.","""[0.689, 1.305, 0.138]"""
9c363f30899e4ee8840a9eba9c8848ab,wooden_tv_01,"A rectangular flat-screen television or monitor encased in a dark wood frame. The screen displays a colorful, pixelated pattern resembling a test signal or digital art with red, green, and blue dots arranged in a wave-like distortion. The frame has a visible dark wood grain texture on all sides.","""[3.133, 2.420, 0.328]"""
9c7a51ef705e437892ec6272620474b6,room_kitchen_01,"A 3D model of a small room or kitchen module, likely a low-poly asset for a simulation. The structure features orange exterior walls on the front and right sides, and blue walls/flooring on the left and rear. The interior has a light blue floor and contains a white countertop with small red, green, and yellow objects, a round orange table, a white circular sink, and a white chair. The front wall includes a recessed rectangular window with a white frame.","""[105.044, 65.599, 112.926]"""
9c7e56614aca44ca9f25e0e3642ef988,unknown_object,Unrecognizable or abstract object.,"""[26925.000, 11943.000, 14360.000]"""
9c98a4b288ec421a8a7f46285705f887,stairwell_01,"A vertical stairwell structure featuring wooden steps and white speckled walls. The frontal view shows stairs ascending to a landing. The lateral view displays a two-story facade with windows. The superior view reveals a square shaft with stairs descending, set within a wooden platform.","""[9.290, 5.955, 10.090]"""
9cda06caefec4e2cbc0e626cd2271d12,unknown_object,Unrecognizable or abstract object.,"""[0.060, 0.032, 0.080]"""
9d063e639db346159f915032e44d85dd,unknown_object,Unrecognizable or abstract object.,"""[2063348.000, 328266.500, 1455577.000]"""
9d0e68d0d2184a38b95f3c4f4919e240,modern_house_01,"A small, modern-style building with a flat roof and white exterior walls. The structure features a wooden entrance door, a glass door or window on the side, and an external wooden staircase leading to an upper level or balcony with railings. The building sits on a textured ground plane.","""[11.699, 5.933, 8.645]"""
9d303e2c0e5e445b9690f514a1d3bb94,unknown_object,Unrecognizable or abstract object.,"""[19335.000, 9453.189, 16568.000]"""
9d30eb9b1901482192da3063b57730d1,wooden_spiral_staircase_01,"A standalone spiral staircase structure made of light-colored wood. It features a winding staircase ascending to a small, flat white platform or roof. The base is a square wooden deck. The stairs have a central support pole. The structure casts a shadow on the ground, indicating a light source from the upper left. The top-down view reveals the spiral geometry of the stairs within a square opening in the deck.","""[8.185, 2.710, 7.800]"""
9d347a47f2874698a7c9aabbbc6a6799,wooden_cabinet_01,"A brown wooden cabinet or shelving unit with a rectangular shape. The interior contains multiple shelves stacked with folded textiles, including blue, white, pink, and yellow fabrics. The structure appears to be made of wood with a visible grain texture.","""[8.776, 8.223, 9.565]"""
9d43ff77a39c49e9810f28410f6581f8,stone_capstone_01,"A weathered stone capstone or lid characterized by a low, bulbous dome resting on a flat, circular base rim. The material appears to be limestone or sandstone with a rough, textured surface. The superior view reveals a central circular aperture surrounded by a ring of carved relief figures, likely stylized animals, suggesting its function as a decorative cover for a well, cistern, or architectural opening.","""[24.868, 9.404, 25.569]"""
9d453aa13c1a4260a97d24b06d116f55,unknown_object,Unrecognizable or abstract object.,"""[7802.000, 6675.353, 11800.000]"""
9d48893d038c4553afb5f03268772a2a,white_apple_01,"A white, 3D model of an apple. The object is roughly spherical with a smooth, uniform white surface. A small stem protrudes from the top indentation. The rendering shows strong specular highlights, particularly in the frontal view where the lighting creates a ring-like appearance around the central cavity. It appears to be a generic fruit asset for simulation.","""[0.261, 0.282, 0.276]"""
9d4ac1a6937346cdb7a67ff4c2e93fc3,white_house_01,"A white, single-story residential building model featuring a gabled roof on the main section and an attached flat-roofed extension. The structure includes rectangular window openings and sits on a base, appearing as a low-poly 3D asset suitable for simulation environments.","""[23.882, 11.715, 25.531]"""
9d4b759f26c840f8a0c529823b944e00,unknown_object,Unrecognizable or abstract object.,"""[15300.000, 6200.001, 11200.000]"""
9d4f1ac5464f49ba880ee4c8c7f55c15,3d_head_hair_01,"A 3D model of a human head featuring long, dark, wavy hair with side-swept bangs. The facial surface is a smooth, matte, light grey material resembling a mannequin or untextured base mesh. The hair is rendered with distinct strands, showing volume and flow down the back and sides. This object appears to be a digital hair asset or character head model intended for 3D simulation or rendering.","""[24.409, 44.686, 25.432]"""
9d4fcbc7b37c4404a958448971fd95f7,unknown_object,Unrecognizable or abstract object.,"""[0.075, 0.151, 0.064]"""
9d72445803604cdca5bd965dc8d16f46,raptor_dinosaur_01,"A 3D model of a bipedal theropod dinosaur, resembling a raptor species. The creature features a long, stiff tail for balance, a large head with visible teeth, and small forelimbs ending in sharp claws. The skin texture is rendered with a mottled green and brown pattern, simulating scaly reptile hide. The model is posed in a standing position with strong hind legs, suitable for a simulation or game environment.","""[280.772, 362.433, 827.320]"""
9d8064e65a87438096038770a81f305d,metallic_turret_base_01,"A silver, metallic cylindrical column or pedestal, likely a component for a vehicle or structure. It features a wide, flanged base with bolt holes for secure mounting. The vertical shaft is smooth with panel lines and a rectangular indentation near the bottom. The top section is a complex, angular housing with protruding arms, visible as a four-pointed star shape in the top-down view, suggesting it serves as a turret mount or sensor housing.","""[46.454, 75.455, 46.454]"""
9d9da8a590394d51be6df1a2f2a6536e,unknown_object,Unrecognizable or abstract object.,"""[2210.625, 667.193, 2942.250]"""
9db7f69324c748e6bfbed697c5afaa1e,white_toilet_01,"A white ceramic toilet featuring a tank, bowl, and seat. The model displays a closed lid in the frontal view and an open lid in the lateral and superior views, revealing the interior of the bowl.","""[19.874, 34.079, 28.632]"""
9db976c7054a491daee69bd2d930b87c,stylized_conifer_tree_01,"A stylized 3D model of a coniferous tree, resembling a pine or fir. The object features a tall, conical shape composed of stacked, tiered layers of branches that taper towards the top. The material appears to be a dull, greyish-green, possibly simulating a metallic or plastic texture with a slight sheen. It is a vertical, symmetrical asset suitable for environmental decoration in a simulation or game.","""[0.171, 0.418, 0.177]"""
9dcbb4e254b4492f90d198796a3c810f,unknown_object,Unrecognizable or abstract object.,"""[0.148, 0.087, 0.081]"""
9ddd160f29e04221b735ffe8e363aefc,coral_cluster_01,"A 3D model of a light beige, branching coral cluster attached to a dark, irregular rock base. The coral features a complex, organic structure with jagged, finger-like protrusions and a rough, calcified texture, resembling a stony marine organism. The object serves as an environmental asset, likely intended for underwater simulation or aquarium scenes.","""[26.387, 37.126, 28.668]"""
9e01325121f4403f9145891e7c4d4aaf,unknown_object,Unrecognizable or abstract object.,"""[4242.000, 6529.098, 7753.704]"""
9e0af98d91c84500a5b8fa8680dcb117,white_tile_roof_01,"A 3D model of a white, tiled roof section. The structure features a gable roof design with a central ridge and sloping sides covered in rows of individual tiles. The ends of the roof curve slightly upward at the eaves, resembling traditional East Asian architectural styles. The material appears to be a uniform white, likely representing ceramic or concrete tiles.","""[6.052, 1.487, 2.738]"""
9e1314d82354426293de9baea2089ec5,white_cat_robot_figurine,"A white, 3D-printed figurine of a stylized, chibi-style character resembling a cat-themed robot or pilot. The figure features a helmet with cat ears, large goggles, an armored body with mechanical joints, and a segmented tail with a fluffy tip. It is mounted on a circular base.","""[5.179, 7.500, 6.362]"""
9e167341940744d8938ff84b87ffff37,metal_robot_01,"A silver, metallic robot with a blocky, voxel-based design. It features a rectangular head topped with a small antenna, a rectangular torso, and segmented arms and legs ending in blocky hands and feet. The aesthetic resembles a character from a voxel-based game.","""[1.437, 2.180, 0.633]"""
9e56cdd3d1584ffbafed094c7b26afae,metal_shelving_unit_01,"A five-tier metal shelving unit with a green frame and grey shelves. The unit is stocked with various storage items including cardboard boxes, plastic bins, bottles, and books.","""[69.000, 123.000, 27.000]"""
9e887e6f85f04195af0908ef94af8329,white_swallowtail_flag_01,"A white swallowtail flag featuring a light blue circle in the center. The flag appears to be made of a flexible material like fabric, shown in a slightly curved or waving state. It has a vertical orientation with tapered top and bottom edges.","""[7.717, 19.000, 12.000]"""
9e89ebb2b28640129a8294c2395f2ef1,unknown_object,Unrecognizable or abstract object.,"""[1145.787, 1756.114, 679.600]"""
9eacb59c8a4645c9bdb29f67a05ac851,medieval_house_01,"A small, two-story residential building with a medieval aesthetic. It features a complex, multi-gabled roof covered in brown tiles and a brick chimney. The exterior walls are a mix of light beige stucco and dark timber framing. The front face displays a wooden door with a wreath, a small balcony with a hanging flower pot, and a circular window. The side elevation shows rectangular windows with stone surrounds and yellow glass on both levels. The foundation consists of a patterned stone base.","""[14.733, 10.861, 10.598]"""
9ec6950cc5e64e5eb821479d812229a2,white_pendant_light_01,"A white pendant light fixture featuring a conical upper housing and a wider, bowl-shaped lower shade. Thin suspension wires extend from the top apex. The object has a smooth, matte finish, likely representing plastic or painted metal. A small rectangular component, possibly a switch or junction box, is visible attached near the top of the fixture.","""[768.684, 721.707, 797.340]"""
9ed2b9c9f146440b935a9934f967b517,unknown_object,Unrecognizable or abstract object.,"""[3350.215, 1151.253, 3200.242]"""
9ed2f1dee8714927aef62d99e3f6368e,mario_shattered_fire_01,"A 3D character model of Mario in a fragmented state. The character wears his signature red cap with an 'M', blue overalls, and brown boots. The torso and arms are broken into floating, angular shards that feature fiery orange and yellow textures. The head and legs remain solid and intact, while the upper body appears to be exploding or disintegrating into these fire-like pieces.","""[16.589, 15.963, 10.482]"""
9ee74ca5bfe5480394ec1d349f355b54,stealth_fighter_01,"A low-poly 3D model of a stealth fighter jet or advanced military aircraft. The object features a faceted, geometric design with a central fuselage and swept-back wings, rendered in muted grey and blue tones. It has a pointed nose and a streamlined body, suggesting high-speed aerial capabilities. The model is composed of triangular polygons, giving it a distinct low-poly aesthetic suitable for simulation or game environments.","""[47.836, 77.639, 24.211]"""
9f0db8e9504345f18993536e75e24035,pergola_01,"A rectangular pergola structure featuring a solid yellow base platform. The overhead canopy is defined by a grid of intersecting beams, visualized with cyan and magenta lines, supported by vertical columns highlighted in red and green. The structure serves as an open-air garden feature.","""[23.712, 4.907, 14.195]"""
9f32dd6241044376a7042101d24d0d5d,blue_water_fountain_01,"A vertical, cast-iron public water fountain painted in a weathered blue color. It features a decorative columnar structure with a finial on top and a spout protruding from the side. At the base, there is a circular basin for collecting water, set upon a square stone platform with some vegetation growing around the edges.","""[13.164, 18.191, 13.887]"""
9f6d1511f2dc4b598eee75c15954c485,modular_single_story_house_01,"A low-poly, single-story modular building with a light blue-grey exterior finish. The structure features a flat roof and a rectangular footprint composed of several connected rooms. The front facade displays a dark brown door on the left, a central wooden door, and two windows with yellow frames. The superior view reveals an interior layout with light-colored flooring, multiple doorways connecting distinct rooms of varying dimensions, and small windows along the upper walls.","""[20.099, 4.119, 18.932]"""
